date,cape,market
1935-07-31,13.202137936511015,US
1935-08-31,14.105056846668958,US
1935-09-30,14.418891702707441,US
1935-10-31,14.826232627114097,US
1935-11-30,16.12960516325115,US
1935-12-31,16.159192714615337,US
1936-01-31,17.087359845997245,US
1936-02-29,18.104536459517796,US
1936-03-31,18.66047820392603,US
1936-04-30,18.7189996651515,US
1936-05-31,17.750192519328646,US
1936-06-30,18.39300106583135,US
1936-07-31,19.360464512319144,US
1936-08-31,19.623060162983762,US
1936-09-30,19.86202424328763,US
1936-10-31,20.913091852533125,US
1936-11-30,21.49976534102416,US
1936-12-31,21.125663548155444,US
1937-01-31,21.61874158295351,US
1937-02-28,22.244221552805165,US
1937-03-31,22.042197016050576,US
1937-04-30,20.556579457432864,US
1937-05-31,19.47417468657211,US
1937-06-30,18.711659960364965,US
1937-07-31,19.646723279607627,US
1937-08-31,19.806982577380964,US
1937-09-30,16.847882862705806,US
1937-10-31,14.361659574753352,US
1937-11-30,13.158119166486063,US
1937-12-31,13.008483033706137,US
1938-01-31,13.511461918562418,US
1938-02-28,13.26307623646087,US
1938-03-31,12.37728623469769,US
1938-04-30,11.789517720684183,US
1938-05-31,11.992275930545693,US
1938-06-30,12.288966307788131,US
1938-07-31,14.77032801749207,US
1938-08-31,14.903588512604365,US
1938-09-30,14.282330508639967,US
1938-10-31,16.06114764333344,US
1938-11-30,16.149571800715517,US
1938-12-31,15.756484438994006,US
1939-01-31,15.599634410919288,US
1939-02-28,15.664696928954772,US
1939-03-31,15.729223743214229,US
1939-04-30,13.916994579812405,US
1939-05-31,14.502929499657775,US
1939-06-30,14.833828921489786,US
1939-07-31,15.270952598570258,US
1939-08-31,15.120082343333989,US
1939-09-30,16.452835577060963,US
1939-10-31,16.82120480626564,US
1939-11-30,16.59923850994664,US
1939-12-31,16.280412901283842,US
1940-01-31,16.37848034261367,US
1940-02-29,16.216119847731054,US
1940-03-31,16.172906305307897,US
1940-04-30,16.370988707128785,US
1940-05-31,14.138747694800731,US
1940-06-30,12.843765598268808,US
1940-07-31,13.36988476321006,US
1940-08-31,13.649399392391642,US
1940-09-30,14.214842598620642,US
1940-10-31,14.328290323104959,US
1940-11-30,14.636689248763613,US
1940-12-31,13.908426122353838,US
1941-01-31,13.904158267950832,US
1941-02-28,13.002943303402448,US
1941-03-31,12.955719822063331,US
1941-04-30,12.429370389220786,US
1941-05-31,12.037206512481578,US
1941-06-30,12.164306590628442,US
1941-07-31,12.744996277919583,US
1941-08-31,12.46317372038781,US
1941-09-30,12.27972927209308,US
1941-10-31,11.57781495657408,US
1941-11-30,10.911668685916966,US
1941-12-31,10.086593309917905,US
1942-01-31,10.101686431929252,US
1942-02-28,9.680255591749361,US
1942-03-31,9.003426617760969,US
1942-04-30,8.544255707588261,US
1942-05-31,8.50611625969605,US
1942-06-30,8.90545692851805,US
1942-07-31,9.150488900994741,US
1942-08-31,9.012823047564297,US
1942-09-30,9.077829839371503,US
1942-10-31,9.599176749352992,US
1942-11-30,9.661334152171664,US
1942-12-31,9.61751410328318,US
1943-01-31,10.150534220432082,US
1943-02-28,10.708982995221266,US
1943-03-31,10.850541744036802,US
1943-04-30,11.039227142939692,US
1943-05-31,11.362215800613695,US
1943-06-30,11.51674478645123,US
1943-07-31,11.774213341781651,US
1943-08-31,11.210545904158963,US
1943-09-30,11.336281939610283,US
1943-10-31,11.187335503326027,US
1943-11-30,10.631033673001417,US
1943-12-31,10.73736031604107,US
1944-01-31,11.05241276397747,US
1944-02-29,10.94791888772472,US
1944-03-31,11.224693196180679,US
1944-04-30,10.938275188239396,US
1944-05-31,11.103736936792616,US
1944-06-30,11.5327852725325,US
1944-07-31,11.73877475018071,US
1944-08-31,11.541711674209218,US
1944-09-30,11.32856058469647,US
1944-10-31,11.583105186279123,US
1944-11-30,11.47845919805548,US
1944-12-31,11.63868359335513,US
1945-01-31,11.960463439806993,US
1945-02-28,12.341753548186317,US
1945-03-31,12.32331031138933,US
1945-04-30,12.631867236563076,US
1945-05-31,13.036560628785356,US
1945-06-30,13.130223361406054,US
1945-07-31,12.86702844300916,US
1945-08-31,12.915378562256745,US
1945-09-30,13.79826495171978,US
1945-10-31,14.374662675391342,US
1945-11-30,14.847702661876786,US
1945-12-31,15.02034747473997,US
1946-01-31,15.623163177761676,US
1946-02-28,15.761666525801909,US
1946-03-31,15.134873415142536,US
1946-04-30,16.040842386215918,US
1946-05-31,16.01372317083218,US
1946-06-30,15.773186880128746,US
1946-07-31,14.508136111909067,US
1946-08-31,13.98493930994276,US
1946-09-30,11.841267540149635,US
1946-10-31,11.387602961765051,US
1946-11-30,11.110043656743295,US
1946-12-31,11.372779425862708,US
1947-01-31,11.469296334735576,US
1947-02-28,11.949565314209437,US
1947-03-31,11.287903096501285,US
1947-04-30,10.900825126392677,US
1947-05-31,10.733674273688536,US
1947-06-30,11.082715855052095,US
1947-07-31,11.696446553354363,US
1947-08-31,11.33747235532983,US
1947-09-30,10.827463017228837,US
1947-10-31,11.132662042754786,US
1947-11-30,10.975407324839072,US
