date,return_m,asset_id
1993-02-28,0.0312816153099759,CORP_BOND
1993-03-31,0.0038168112958161,CORP_BOND
1993-04-30,0.0080480137355136,CORP_BOND
1993-05-31,0.0004475864277375,CORP_BOND
1993-06-30,0.0299590606611626,CORP_BOND
1993-07-31,0.0099152632959857,CORP_BOND
1993-08-31,0.0309121708578155,CORP_BOND
1993-09-30,0.0031941394047432,CORP_BOND
1993-10-31,0.0063197446944465,CORP_BOND
1993-11-30,-0.0173600668260272,CORP_BOND
1993-12-31,0.0046859463760031,CORP_BOND
1994-01-31,0.020746325684714,CORP_BOND
1994-02-28,-0.0287024988639609,CORP_BOND
1994-03-31,-0.0316799195682498,CORP_BOND
1994-04-30,-0.0115871153345474,CORP_BOND
1994-05-31,-0.0058889605601198,CORP_BOND
1994-06-30,-0.0058538568931234,CORP_BOND
1994-07-31,0.0257266514820027,CORP_BOND
1994-08-31,-0.0032724932311455,CORP_BOND
1994-09-30,-0.0237410096536796,CORP_BOND
1994-10-31,-0.0046449210670571,CORP_BOND
1994-11-30,0.0028105527051758,CORP_BOND
1994-12-31,0.0140441503856347,CORP_BOND
1995-01-31,0.0226659022502508,CORP_BOND
1995-02-28,0.0271789365368275,CORP_BOND
1995-03-31,0.0123680442865887,CORP_BOND
1995-04-30,0.0156245497780282,CORP_BOND
1995-05-31,0.0605257040564928,CORP_BOND
1995-06-30,0.0079803072568449,CORP_BOND
1995-07-31,-0.0097667899690261,CORP_BOND
1995-08-31,0.0196778259824561,CORP_BOND
1995-09-30,0.0170879789778244,CORP_BOND
1995-10-31,0.0202846753773355,CORP_BOND
1995-11-30,0.0221037310264562,CORP_BOND
1995-12-31,0.0229096354591971,CORP_BOND
1996-01-31,0.0003550329614852,CORP_BOND
1996-02-29,-0.0382542515009916,CORP_BOND
1996-03-31,-0.0090291801638926,CORP_BOND
1996-04-30,-0.013620738073524,CORP_BOND
1996-05-31,-0.0020886627098914,CORP_BOND
1996-06-30,0.0160676652840514,CORP_BOND
1996-07-31,0.000309228077221,CORP_BOND
1996-08-31,-0.0077776356698739,CORP_BOND
1996-09-30,0.0248802744398191,CORP_BOND
1996-10-31,0.0339311095410619,CORP_BOND
1996-11-30,0.0305618400956872,CORP_BOND
1996-12-31,-0.0206836747795395,CORP_BOND
1997-01-31,-0.0031016992286789,CORP_BOND
1997-02-28,0.0021037684036169,CORP_BOND
1997-03-31,-0.0211632474458156,CORP_BOND
1997-04-30,0.020198566650635,CORP_BOND
1997-05-31,0.009645001918304,CORP_BOND
1997-06-30,0.0221258404540691,CORP_BOND
1997-07-31,0.0564110940913391,CORP_BOND
1997-08-31,-0.0248490842111166,CORP_BOND
1997-09-30,0.0247646016709506,CORP_BOND
1997-10-31,0.0234391451093549,CORP_BOND
1997-11-30,0.0065427405762024,CORP_BOND
1997-12-31,0.0167114598010067,CORP_BOND
1998-01-31,0.0121438939064213,CORP_BOND
1998-02-28,-0.0025343576831429,CORP_BOND
1998-03-31,0.0037153847823219,CORP_BOND
1998-04-30,0.0065437577821589,CORP_BOND
1998-05-31,0.0186007809093202,CORP_BOND
1998-06-30,0.0138309176551856,CORP_BOND
1998-07-31,-0.0074502983397263,CORP_BOND
1998-08-31,0.009678042647959,CORP_BOND
1998-09-30,0.0342445392420407,CORP_BOND
1998-10-31,-0.0253578945569831,CORP_BOND
1998-11-30,0.0234974311747286,CORP_BOND
1998-12-31,0.0035853134816681,CORP_BOND
1999-01-31,0.014898305067915,CORP_BOND
1999-02-28,-0.0368435436350519,CORP_BOND
1999-03-31,0.0014501525612558,CORP_BOND
1999-04-30,-0.0016215780642084,CORP_BOND
1999-05-31,-0.0161467372564111,CORP_BOND
1999-06-30,-0.0119501232228981,CORP_BOND
1999-07-31,-0.0097539064424044,CORP_BOND
1999-08-31,-0.0039179724045865,CORP_BOND
1999-09-30,0.0092331952356463,CORP_BOND
1999-10-31,0.002252761714981,CORP_BOND
1999-11-30,-0.0016429037518469,CORP_BOND
1999-12-31,-0.0087426004399566,CORP_BOND
2000-01-31,0.0022175968073168,CORP_BOND
2000-02-29,0.0082228913793551,CORP_BOND
2000-03-31,0.0159850566755359,CORP_BOND
2000-04-30,-0.0125509988449273,CORP_BOND
2000-05-31,-0.0137453790367877,CORP_BOND
2000-06-30,0.0301581288052772,CORP_BOND
2000-07-31,0.0159077318406513,CORP_BOND
2000-08-31,0.0146770253278813,CORP_BOND
2000-09-30,0.0033364701803133,CORP_BOND
2000-10-31,0.0071165140279716,CORP_BOND
2000-11-30,0.0155550860319735,CORP_BOND
2000-12-31,0.0263616668338673,CORP_BOND
2001-01-31,0.0270544100979401,CORP_BOND
2001-02-28,0.0119782673768005,CORP_BOND
2001-03-31,-0.001344147079702,CORP_BOND
2001-04-30,-0.0143205366404836,CORP_BOND
2001-05-31,0.0081236690864412,CORP_BOND
2001-06-30,0.0054165385988178,CORP_BOND
2001-07-31,0.0386111660752224,CORP_BOND
2001-08-31,0.0179450880087193,CORP_BOND
2001-09-30,-0.0094253795338038,CORP_BOND
2001-10-31,0.0455548631737134,CORP_BOND
2001-11-30,-0.022433378290755,CORP_BOND
2001-12-31,-0.0125883736665529,CORP_BOND
2002-01-31,0.0148744450140114,CORP_BOND
2002-02-28,0.0118859565184412,CORP_BOND
2002-03-31,-0.0318666125449818,CORP_BOND
2002-04-30,0.0267737759598523,CORP_BOND
2002-05-31,0.0114445370082369,CORP_BOND
2002-06-30,0.0042601321914563,CORP_BOND
2002-07-31,0.0044575890265761,CORP_BOND
2002-08-31,0.03637689371060171,CORP_BOND
2002-09-30,0.02091138834089401,CORP_BOND
2002-10-31,-0.006107412998030526,CORP_BOND
2002-11-30,0.007159371209589205,CORP_BOND
2002-12-31,0.03927982243779615,CORP_BOND
2003-01-31,-0.008114361700130135,CORP_BOND
2003-02-28,0.019798343179674216,CORP_BOND
2003-03-31,0.0012086111923224063,CORP_BOND
2003-04-30,0.023577012084129434,CORP_BOND
2003-05-31,0.03905284201553627,CORP_BOND
2003-06-30,-0.0018021573591230355,CORP_BOND
2003-07-31,-0.0580605191648097,CORP_BOND
2003-08-31,0.01450787067813053,CORP_BOND
2003-09-30,0.04537438396727733,CORP_BOND
2003-10-31,-0.012630341963082214,CORP_BOND
2003-11-30,0.0030720020226824296,CORP_BOND
2003-12-31,0.025719927078832194,CORP_BOND
2004-01-31,0.012209329639423894,CORP_BOND
2004-02-29,0.01506939316354905,CORP_BOND
2004-03-31,0.009891982253689147,CORP_BOND
2004-04-30,-0.038877935616206116,CORP_BOND
2004-05-31,-0.0052314544357876525,CORP_BOND
2004-06-30,0.0012647192083978798,CORP_BOND
2004-07-31,0.015624526286046159,CORP_BOND
2004-08-31,0.030809251167824847,CORP_BOND
2004-09-30,0.003114341509555363,CORP_BOND
2004-10-31,0.011830006478240618,CORP_BOND
2004-11-30,-0.012199312224542291,CORP_BOND
2004-12-31,0.013909709439332563,CORP_BOND
2005-01-31,0.012283671191198664,CORP_BOND
2005-02-28,-0.009362058171721532,CORP_BOND
2005-03-31,-0.012622735810257857,CORP_BOND
2005-04-30,0.01621601537334838,CORP_BOND
2005-05-31,0.006227524256168904,CORP_BOND
2005-06-30,0.012198290533428136,CORP_BOND
2005-07-31,-0.008265705996987172,CORP_BOND
2005-08-31,0.015032034459246946,CORP_BOND
2005-09-30,-0.018609232392833186,CORP_BOND
2005-10-31,-0.015816357088619726,CORP_BOND
2005-11-30,0.006568387277537946,CORP_BOND
2005-12-31,0.008608564254632523,CORP_BOND
2006-01-31,-0.004363373155382599,CORP_BOND
2006-02-28,0.006825557117583481,CORP_BOND
2006-03-31,-0.016834917381756576,CORP_BOND
2006-04-30,-0.0020217246411692313,CORP_BOND
2006-05-31,-0.0019002495381287288,CORP_BOND
2006-06-30,-0.0008596048424078795,CORP_BOND
2006-07-31,0.014589843030623939,CORP_BOND
2006-08-31,0.022255804424269554,CORP_BOND
2006-09-30,0.008724657417342963,CORP_BOND
2006-10-31,0.01001324927853453,CORP_BOND
2006-11-30,0.014613313087416868,CORP_BOND
2006-12-31,-0.008961003616490548,CORP_BOND
2007-01-31,0.0009374854760393347,CORP_BOND
2007-02-28,0.020005049025918265,CORP_BOND
2007-03-31,-0.006749196929275336,CORP_BOND
2007-04-30,0.008915577914161643,CORP_BOND
2007-05-31,-0.01230884811931221,CORP_BOND
2007-06-30,-0.008098953508582585,CORP_BOND
2007-07-31,-0.00824125885544813,CORP_BOND
2007-08-31,0.023861732535609637,CORP_BOND
2007-09-30,0.007333340160196045,CORP_BOND
2007-10-31,0.009646991105048075,CORP_BOND
2007-11-30,0.010195030535121496,CORP_BOND
2007-12-31,-0.008033254045236027,CORP_BOND
2008-01-31,0.02565717641332288,CORP_BOND
2008-02-29,-0.007062020517658918,CORP_BOND
2008-03-31,-0.005972171328871179,CORP_BOND
2008-04-30,0.012447378352175242,CORP_BOND
2008-05-31,-0.022051962826203697,CORP_BOND
2008-06-30,-0.012917673804399565,CORP_BOND
2008-07-31,0.0039028850973386042,CORP_BOND
2008-08-31,0.0014469703356094765,CORP_BOND
2008-09-30,-0.10730502262160724,CORP_BOND
2008-10-31,-0.01941047230411408,CORP_BOND
2008-11-30,0.03353757097956289,CORP_BOND
2008-12-31,0.138143891985693,CORP_BOND
2009-01-31,-0.0180028915544983,CORP_BOND
2009-02-28,-0.05203878135611906,CORP_BOND
2009-03-31,0.004718248889014509,CORP_BOND
2009-04-30,0.027766011370131016,CORP_BOND
2009-05-31,0.02316973698036562,CORP_BOND
2009-06-30,0.028913940715427744,CORP_BOND
2009-07-31,0.04632665356419907,CORP_BOND
2009-08-31,0.013099740510117197,CORP_BOND
2009-09-30,0.01758976886920549,CORP_BOND
2009-10-31,-0.004971899550946679,CORP_BOND
2009-11-30,0.01952628118682531,CORP_BOND
2009-12-31,-0.020674586303207954,CORP_BOND
2010-01-31,0.012482361392659236,CORP_BOND
2010-02-28,0.005066370619894789,CORP_BOND
2010-03-31,0.00651935476245491,CORP_BOND
2010-04-30,0.01907896531594999,CORP_BOND
2010-05-31,-0.013083742215657779,CORP_BOND
2010-06-30,0.032785526733370984,CORP_BOND
2010-07-31,0.02110659357858169,CORP_BOND
2010-08-31,0.028554285116520584,CORP_BOND
